#ilkid,firstname,lastname,position,firstseason,lastseason,h_feet,h_inches,weight,college,birthdate
BOGUEMU01,Muggsy,Bogues,G,1987,2000,5,3,136,Wake Forest University,1965-01-09
BOGUTAN01,Andrew,Bogut,F,2005,2009,7,0,245,University of Utah,1984-11-28
BOHANET01,Etdrick,Bohannon,F,1997,2000,6,9,220,Auburn University Montgomery,1973-05-29
BOLMA01,Manute,Bol,C,1985,1994,7,6,200,University of Bridgeport,1962-10-16
BOLGEBI01,Bill,Bolger,F,1953,1953,6,5,205,Georgetown University,1931-08-21
BOLSTDO01,Doug,Bolstorff,G,1957,1957,6,4,195,University of Minnesota,1931-10-29
BONDPH01,Phil,Bond,G,1977,1977,6,2,175,University of Louisville,1954-07-27
BONDWA01,Walter,Bond,G,1992,1994,6,5,200,University of Minnesota,1969-02-01
BONEYDE01,Dexter,Boney,G,1996,1996,6,4,185,University of Nevada - Las Vegas,1970-04-27
BONHARO01,Ron,Bonham,F,1964,1967,6,4.5,192,University of Cincinnati,1942-05-31
BONNEAN01,Anthony,Bonner,F,1990,1995,6,8,215,Saint Louis University,1968-06-08
BONNEMA01,Matt,Bonner,F,2004,2009,6,10,237,University of Florida,1980-04-05
BONSAGE01,George,Bonsalle,F,1961,1961,6,8,220,University of Illinois,1935-07-01
BOOKEBU01,Butch,Booker,C,1969,1969,6,10,230,Cheyney University of Pennsylvania,1945-07-20
BOOKEME01,Melvin,Booker,G,1995,1996,6,1,185,University of Missouri,1972-08-20
BOONERO01,Ron,Boone,G,1968,1980,6,2,200,Idaho State University,1946-09-06
BOONEJO01,Josh,Boone,C,2006,2009,6,10,245,University of Connecticut,1984-11-21
BOOTHCA01,Calvin,Booth,C,1999,2008,6,11,230,Pennsylvania State University,1976-05-07
BOOTHKE01,Keith,Booth,F,1997,1998,6,6,226,University of Maryland,1974-10-09
BOOZEBO01,Bob,Boozer,F,1960,1970,6,8,215,Kansas State University,1937-04-26
BOOZECA01,Carlos,Boozer,C,2002,2009,6,9,280,Duke University,1981-11-20
BORCHCU01,Curtis,Borchardt,C,2003,2004,7,0,240,Stanford University,1980-09-13
BORNHJA01,Jake,Bornheimer,F,1948,1949,6,5,200,Muhlenberg College,1927-06-29
BORRELA01,Lazaro,Borrell,F,1999,1999,6,8,220,NULL,1972-09-20
BORSACO01,Costic,Borsavage,C,1950,1950,6,8,220,Temple University,1924-07-25
BORYLVI01,Vince,Boryla,F,1949,1953,6,4.5,210,University of Denver,1927-03-11
BOSHCH01,Chris,Bosh,F,2003,2009,6,10,210,Georgia Institute of Technology,1984-03-02
BOSTIJI01,Jim,Bostic,F,1977,1977,6,7,225,New Mexico State University,1953-01-28
BOSTOLA01,Lawrence,Boston,F,1979,1979,6,8,225,University of Maryland,1956-05-18
BOSWETO01,Tom,Boswell,F,1975,1983,6,8.5,220,University of South Carolina,1953-10-02
BOUMTRU01,Ruben,Boumtje-Boumtje,C,2001,2003,7,0,257,Georgetown University,1978-05-20
BOVENDO01,Don,Boven,F,1949,1952,6,4,210,Western Michigan University,1925-03-06
BOWDLCA01,Cal,Bowdler,C,1999,2001,6,10,245,Old Dominion University,1977-03-31
BOWENBR01,Bruce,Bowen,F,1996,2008,6,7,185,California State University Fullerton,1971-06-14
BOWENRY01,Ryan,Bowen,F,1999,2009,6,7,215,University of Iowa,1975-11-20
BOWENTO01,Tom,Bowens,F,1967,1969,6,7.5,220,Grambling State University,1940-07-07
BOWIEAN01,Anthony,Bowie,G,1988,1997,6,6,190,University of Oklahoma,1963-11-09
BOWIESA01,Sam,Bowie,C,1984,1994,7,1,235,University of Kentucky,1961-03-17
BOWLIOR01,Orbie,Bowling,C,1967,1967,6,10,215,University of Tennessee,1939-03-21
BOWMAIR01,Ira,Bowman,F,1999,2001,6,5,195,University of Pennsylvania ,1973-06-11
BOWMANA01,Nate,Bowman,C,1966,1971,6,10,230,Wichita State University,1943-03-19
BOYCEDO01,Donnie,Boyce,G,1995,1996,6,5,196,Colorado University,1973-09-02
BOYDDE01,Dennis,Boyd,G,1978,1978,6,1,175,University of Detroit Mercy,1954-05-21
BOYDFR01,Fred,Boyd,G,1972,1977,6,2,180,Oregon State University,1950-06-13
BOYDKE01,Ken,Boyd,F,1974,1974,6,5,195,Boston University,1952-03-25
BOYKIEA01,Earl,Boykins,G,1998,2009,5,5,135,Eastern Michigan University,1976-06-02
BOYKOHA01,Harry,Boykoff,C,1949,1950,6,9.5,225,Saint John's University,1922-07-24
BOYNEWI01,Winford,Boynes,G,1978,1980,6,6,185,University of San Francisco ,1957-05-17
BOZEMCE01,Cedric,Bozeman,G,2006,2006,6,6,207,University of California - Los Angeles,1983-03-07
BRACEST01,Steve,Bracey,G,1972,1974,6,1,175,University of Tulsa,1950-08-01
BRADDGA01,Gary,Bradds,F,1964,1970,6,8,210,Ohio State University,1942-07-26
BRADLAL01,Alonzo,Bradley,F,1977,1979,6,6,190,Texas Southern University,1953-10-16
BRADLAL02,Alex,Bradley,F,1981,1981,6,6,215,Villanova University,1959-10-30
BRADLBI01,Bill,Bradley,F,1967,1976,6,5,205,Princeton University,1943-07-28
BRADLBI02,Bill,Bradley,G,1967,1967,5,11,165,Tennessee State University,1941-01-01
BRADLCH01,Charles,Bradley,G,1981,1983,6,5,215,University of Wyoming,1959-05-16
BRADLDU01,Dudley,Bradley,G,1979,1988,6,6,195,University of North Carolina,1957-03-19
BRADLJI01,Jim,Bradley,F,1973,1975,6,8,215,Northern Illinois University,1952-03-16
BRADLJO01,Joe,Bradley,G,1949,1949,6,3,175,Oklahoma State University,1928-09-24
BRADLMI01,Michael,Bradley,F,2001,2005,6,10,225,Villanova University,1979-04-18
BRADLSH01,Shawn,Bradley,C,1993,2004,7,5,235,Brigham Young University,1972-03-22
BRADTMA01,Mark,Bradtke,C,1996,1996,6,10,265,NULL,1968-09-27
BRAGGMA01,Marques,Bragg,F,1995,1995,6,8,230,Providence College,1970-03-24
BRAGGTO01,Torraye,Braggs,F,2003,2004,6,8,203,Xavier University,1976-05-15
BRAMLAJ01,A.j.,Bramlett,C,1999,1999,6,10,227,University of Arizona,1977-01-10
BRANCAD01,Adrian,Branch,F,1986,1989,6,7,185,University of Maryland,1963-11-17
BRANDEL01,Elton,Brand,F,1999,2009,6,8,275,Duke University,1979-03-11
BRANDTE01,Terrell,Brandon,G,1991,2001,5,11,180,University of Oregon,1970-05-20
BRANNBO01,Bob,Brannum,F,1949,1954,6,5,215,Michigan State University,1925-05-28
BRANSBR01,Brad,Branson,F,1981,1982,6,10,220,Southern Methodist University,1958-09-24
BRANSJE01,Jesse,Branson,F,1965,1967,6,7,195,Elon University,1942-01-07
BRASCJI01,Jim,Brasco,G,1952,1952,6,1,170,New York University,1931-02-03
BRATZMI01,Mike,Bratz,G,1977,1985,6,2,185,Stanford University,1955-10-17
BRAUNCA01,Carl,Braun,G,1947,1961,6,5,180,Colgate University,1927-09-25
BREAUTI01,Tim,Breaux,F,1994,1997,6,7,215,University of Wyoming,1970-09-19
BREMEJR01,J.R.,Bremer,G,2002,2003,6,2,185,Saint Bonaventure University,1980-09-19
BRENNPE01,Pete,Brennan,F,1958,1958,6,6,205,University of North Carolina,1936-09-23
BRENNTO01,Tom,Brennan,F,1954,1954,6,3,195,Villanova University,1930-08-06
BREUERA01,Randy,Breuer,C,1983,1993,7,3,230,University of Minnesota,1960-10-11
BREWEJA01,Jamison,Brewer,G,2001,2004,6,4,180,Auburn University,1980-11-19
BREWEJI01,Jim,Brewer,F,1973,1981,6,9,210,University of Minnesota,1951-12-03
BREWERO01,Ron,Brewer,G,1978,1985,6,4,180,University of Arkansas,1955-09-16
BREWECO01,Corey,Brewer,G,2007,2009,6,9,185,University of Florida,1986-03-05
BREWERO02,Ronnie,Brewer,G,2006,2009,6,7,223,University of Arkansas,1985-03-20
BREZEPR01,Primoz,Brezec,F,2001,2009,7,1,243,NULL,1979-10-02
BRIANFR01,Frank,Brian,G,1949,1955,6,1,180,Louisiana State University,1923-05-01
BRICKFR01,Frank,Brickowski,F,1984,1996,6,9,240,Pennsylvania State University,1959-08-14
BRIDGJU01,Junior,Bridgeman,F,1975,1986,6,5,210,University of Louisville,1953-09-17
BRIDGBI01,Bill,Bridges,F,1962,1974,6,5.5,228,University of Kansas,1939-04-04
BRIGHAL01,Al,Brightman,F,1946,1946,6,2,195,California State University Long Beach,1923-09-22
BRINDAU01,Audley,Brindley,F,1946,1946,6,4,175,Dartmouth University,1923-12-31
BRISKJO01,John,Brisker,F,1969,1974,6,5,210,University of Toledo,1947-06-15
BRISTAL01,Allan,Bristow,F,1973,1982,6,7,210,Virginia Polytechnic Institute,1951-08-23
BRITTTY01,Tyrone,Britt,G,1967,1967,6,4,190,Johnson C. Smith University,1944-04-18
BRITTWA01,Wayman,Britt,G,1977,1977,6,2,185,University of Michigan,1952-08-31
BRITTMI01,Mike,Brittain,C,1985,1986,7,0,235,University of South Carolina,1963-06-21
BRITTDA01,David,Britton,G,1980,1980,6,4,180,Texas A&M University,1958-08-29
BROCKJO01,Jon,Brockman,F,2009,2009,6,7,255,Washington,1987-03-20
BROGAJI01,Jim,Brogan,G,1981,1982,6,4,185,West Virginia Wesleyan College,1958-02-24
BROKAGA01,Gary,Brokaw,G,1974,1977,6,4,178,University of Notre Dame,1954-01-11
BROOKPR01,Price,Brookfield,F,1948,1949,6,4,185,West Texas A&M University,1920-05-11
BROOKCL01,Clarence,Brookins,F,1970,1970,6,4,190,Temple University,1946-01-01
BROOKKE01,Kevin,Brooks,F,1991,1993,6,6,200,University of Southwestern Louisiana,1969-10-12
BROOKMI01,Michael,Brooks,F,1980,1987,6,7,220,La Salle University,1958-08-17
BROOKSC01,Scott,Brooks,G,1988,1997,5,11,165,University of California Irvine,1965-07-31
BROOKAA01,Aaron,Brooks,G,2007,2009,6,0,160,University of Oregon,1985-01-14
BROWNAN01,Andre,Brown,F,2006,2008,6,9,245,DePaul University,1981-05-12
BROWNDE03,Dee,Brown,G,2006,2008,6,0,185,University of Illinois,1984-08-17
BROWNSH01,Shannon,Brown,G,2006,2009,6,4,205,Michigan State University,1985-11-29
BROWNDE04,Derrick,Brown,F,2009,2009,6,8,227,Xavier,1987-09-08
BROWNDE02,Devin,Brown,F,2002,2009,6,5,235,University of Texas at San Antonio,1978-12-30
BROWNBO02,Bobby,Brown,G,2008,2009,6,2,175,California State University Fullerton,1984-09-24
BROWNBO01,Bob,Brown,F,1948,1949,6,4,205,Miami University,1923-11-12
BROWNCH01,Chucky,Brown,F,1989,2001,6,7,214,North Carolina State University,1968-02-29
BROWNDA01,Darrell,Brown,F,1948,1948,6,2,175,Humboldt State University,1923-03-14
BROWNDA02,Damone,Brown,F,2001,2004,6,8,220,Syracuse University,1979-06-28
BROWNDE01,Dee,Brown,G,1990,2001,6,1,160,Jacksonville University,1968-11-29
BROWNER01,Ernest,Brown,C,2001,2001,7,0,255,Indian Hills Community College,1979-05-17
BROWNFR01,Fred,Brown,G,1971,1983,6,3,182,University of Iowa,1948-08-07
BROWNGE01,George,Brown,F,1957,1957,6,6,190,Wayne State University,1935-10-30
BROWNGE02,Gerald,Brown,G,1998,1998,6,4,210,Pepperdine University,1975-07-28
BROWNHA01,Harold,Brown,G,1946,1946,6,0,155,University of Evansville,1923-10-02
BROWNJO01,John,Brown,F,1973,1979,6,7,220,University of Missouri,1951-12-14
BROWNKE01,Kedrick,Brown,F,2001,2004,6,7,222,Okaloosa-Walton College,1981-03-18
BROWNKW01,Kwame,Brown,F,2001,2009,6,11,243,NULL,1982-03-10
BROWNLA01,Larry,Brown,G,1967,1971,5,9,160,University of North Carolina,1940-09-14
BROWNLE01,Leon,Brown,F,1946,1946,6,3,190,University of Wyoming,1919-10-12
BROWNLE02,Lewis,Brown,C,1980,1980,6,11,225,University of Nevada - Las Vegas,1955-02-19
BROWNMA01,Marcus,Brown,G,1996,1999,6,3,185,Murray State University,1974-04-03
BROWNMI01,Mike,Brown,C,1986,1996,6,9,257,George Washington University,1963-07-19
BROWNMY01,Myron,Brown,F,1991,1991,6,3,180,Slippery Rock University,1969-11-03
BROWNPJ01,P.J.,Brown,F,1993,2007,6,11,225,Louisiana Tech University,1969-10-14
BROWNRA01,Randy,Brown,G,1991,2002,6,2,190,New Mexico State University,1968-05-22
BROWNRA02,Raymond,Brown,F,1989,1989,6,8,220,University of Idaho,1965-07-05
BROWNRI01,Rickey,Brown,C,1980,1984,6,10,215,Mississippi State University,1958-08-20
BROWNRO01,Roger A.,Brown,F,1967,1974,6,5,205,Univeristy of Dayton,1942-05-22
BROWNRO02,Roger,Brown,C,1972,1979,6,11,225,University of Kansas,1950-02-23
BROWNST01,Stan,Brown,F,1947,1951,6,3,200,NULL,1929-06-27
BROWNTI01,Tierre,Brown,G,2001,2004,6,2,189,McNeese State University,1979-06-03
BROWNTO01,Tony,Brown,F,1984,1991,6,6,185,University of Arkansas,1960-07-29
BROWNJI01,Jim,Browne,C,1948,1949,6,10,235,NULL,1930-01-01
BRUNDST01,Stanley,Brundy,F,1989,1989,6,6,210,DePaul University,1967-11-13
BRUNKBR01,Brian,Brunkhorst,F,1968,1968,6,5.5,208,Marquette University,1945-06-12
BRUNSGE01,George,Bruns,G,1972,1972,6,0,160,Manhattan College,1946-08-30
BRUNSRI01,Rick,Brunson,G,1997,2005,6,4,190,Temple University,1972-06-14
BRYANEM01,Emmette,Bryant,G,1964,1971,6,1,175,DePaul University,1938-11-04
BRYANJO01,Joe,Bryant,F,1975,1982,6,9,185,La Salle University,1954-10-19
BRYANKO01,Kobe,Bryant,G,1996,2009,6,6,200,NULL,1978-08-23
BRYANMA01,Mark,Bryant,F,1988,2002,6,9,245,Seton Hall University,1965-04-25
BRYANWA01,Wallace,Bryant,C,1983,1985,7,0,245,University of San Francisco ,1959-07-14
BRYNTO01,Torgeir,Bryn,F,1989,1989,6,9,250,Southwest Texas State University,1964-08-08
BUCCIGE01,George,Bucci,G,1975,1975,6,3,200,Manhattan College,1953-07-09
BUCKHJO01,Joe,Buckhalter,F,1961,1962,6,7,210,Tennessee State University,1937-08-01
BUCKNST01,Steve,Bucknall,F,1989,1989,6,6,215,University of North Carolina,1966-03-17
BUCKNCL01,Cleveland,Buckner,F,1961,1962,6,9,210,Jackson State University,1938-08-17
BUCKNGR01,Greg,Buckner,G,1999,2008,6,4,210,Clemson University,1976-09-16
BUCKNQU01,Quinn,Buckner,G,1976,1985,6,3,190,Indiana University,1954-08-20
BUDDDA01,Dave,Budd,F,1960,1964,6,6,205,Wake Forest University,1938-10-28
BUDINCH01,Chase,Budinger,G,2009,2009,6,7,218,Arizona,1988-05-22
BUDKOWA01,Walter,Budko,F,1948,1951,6,5,220,Columbia University,1925-06-30
BUECHJU01,Jud,Buechler,F,1990,2001,6,6,220,University of Arizona,1968-06-19
BUFORRO01,Rodney,Buford,G,1999,2004,6,5,189,Creighton University,1977-11-02
BULLAMA01,Matt,Bullard,F,1990,2001,6,10,215,University of Iowa,1967-06-05
BUNCELA01,Larry,Bunce,C,1967,1968,7,0,240,Utah State University,1945-07-29
BUNCHGR01,Greg,Bunch,F,1978,1978,6,6,190,California State University Fullerton,1956-05-15
BUNTDI01,Dick,Bunt,G,1952,1952,6,0,170,New York University,1930-07-13
BUNTIBI02,Bill,Buntin,C,1965,1965,6,7,250,University of Michigan,1942-05-05
BUNTIBI01,Bill,Bunting,F,1969,1971,6,8,200,University of North Carolina,1947-08-26
BURDELU01,Luther,Burden,G,1975,1977,6,2,185,University of Utah,1953-02-28
BURKEPA01,Pat,Burke,F,2002,2006,6,11,250,Auburn University,1973-12-14
BURKMRO01,Roger,Burkman,G,1981,1981,6,5,175,University of Louisville,1958-05-22
BURKSAN01,Antonio,Burks,G,2004,2005,6,1,192,University of Memphis,1980-02-25
BURLEKE01,Kevin,Burleson,G,2005,2005,6,3,205,University of Minnesota,1979-04-09
BURLETO01,Tom,Burleson,C,1974,1980,7,2,225,North Carolina State University,1952-02-24
BURMAJA01,Jack,Burmaster,G,1949,1949,6,3,190,University of Illinois,1926-12-23
BURNSDA01,David,Burns,G,1981,1981,6,2,180,Saint Louis University,1958-07-03
BURNSEV01,Evers,Burns,F,1993,1993,6,8,260,University of Maryland,1971-08-24
BURNSJI01,Jim,Burns,G,1967,1967,6,3,195,Northwestern University,1945-09-21
BURRESC01,Scott,Burrell,F,1993,2000,6,7,218,University of Connecticut,1971-01-12
BURRIAR01,Art,Burris,F,1950,1951,6,5,220,University of Tennessee,1924-04-07
BURROJU01,Junior,Burrough,F,1995,1995,6,8,242,University of Virginia,1973-01-18
BURROBO01,Bob,Burrow,C,1956,1957,6,7,228,University of Kentucky,1934-06-29
BURTOED01,Ed,Burton,F,1961,1964,6,6,225,Michigan State University,1939-08-13
BURTOWI01,Willie,Burton,F,1990,1998,6,8,210,University of Minnesota,1968-05-26
BURTTST01,Steve,Burtt,G,1984,1992,6,2,185,Iona College,1962-11-05
BUSEDO01,Don,Buse,G,1972,1984,6,4,190,University of Evansville,1950-08-10
BUSTIDA01,Dave,Bustion,F,1972,1972,6,8,215,University of Denver,1949-08-30
BUTCHDO01,Donnie,Butcher,G,1961,1965,6,2,200,Pikeville College,1936-02-08
BUTLEAL01,Al,Butler,G,1961,1964,6,2,175,Niagara University,1938-07-09
BUTLEGR01,Greg,Butler,C,1988,1990,6,11,240,Stanford University,1966-03-11
BUTLEMI01,Mitchell,Butler,G,1993,2003,6,5,210,University of California - Los Angeles,1970-12-15
BUTLEMI02,Mike,Butler,G,1968,1971,6,2,170,University of Memphis,1946-10-22
BUTLEJA01,Jackie,Butler,F,2004,2006,6,9,263,Coastal Christian Academy (VA),1985-04-10
BUTLECA01,Caron,Butler,F,2002,2009,6,7,235,University of Connecticut,1980-03-13
BUTLERA01,Rasual,Butler,F,2002,2009,6,7,205,La Salle University,1979-05-23
BYNUMWI01,Will,Bynum,G,2005,2009,6,0,185,Georgia Institute of Technology,1983-01-04
BYNUMAN01,Andrew,Bynum,C,2005,2009,7,0,285,NULL,1987-10-27
BYRDWA01,Walt,Byrd,F,1969,1969,6,7,205,Temple University,1942-01-01
BYRNEMA01,Marty,Byrnes,F,1978,1982,6,7,215,Syracuse University,1956-04-30
BYRNETO01,Tommy,Byrnes,G,1946,1950,6,3,175,Seton Hall University,1923-02-19
BYTZUMI01,Mike,Bytzura,F,1946,1946,6,1,170,Long Island University,1922-06-18
CABARZA01,Zarko,Cabarkapa,F,2003,2005,6,11,235,NULL,1981-05-21
CABLEBA01,Barney,Cable,F,1958,1963,6,7,175,Bradley University,1935-07-29
CAFFEJA01,Jason,Caffey,F,1995,2002,6,8,255,University of Alabama,1973-06-12
CAGEMI01,Michael,Cage,C,1984,1999,6,9,224,San Diego State University,1962-01-28
CALABGE01,Gerry,Calabrese,G,1950,1951,6,1,175,Saint John's University,1925-02-04
CALDEJO01,Jose,Calderon,G,2005,2009,6,3,210,NULL,1981-09-28
CALDWAD01,Adrian,Caldwell,F,1989,1997,6,8,265,Lamar University,1966-07-04
CALDWJI01,Jim,Caldwell,C,1967,1968,6,10,240,Georgia Institute of Technology,1943-01-28
CALDWJO01,Joe,Caldwell,F,1964,1974,6,5,195,Arizona State University,1941-11-01
CALHOBI01,Bill,Calhoun,F,1948,1954,6,3,180,City College of San Francisco ,1927-11-04
CALHOCO01,Corky,Calhoun,F,1972,1979,6,7,210,University of Pennsylvania ,1950-11-01
CALIPDE01,Demetrius,Calip,G,1991,1991,6,1,165,University of Michigan,1969-11-18
CALLATO01,Tom,Callahan,G,1946,1946,6,1,180,Rockhurst University,1921-06-02
CALLORI01,Rick,Calloway,G,1990,1990,6,6,180,University of Kansas,1966-12-12
CALVEER01,Ernie,Calverley,G,1946,1948,5,10,145,University of Rhode Island,1924-01-30
CALVIMA01,Mack,Calvin,G,1969,1980,6,0,165,University of Southern California,1947-07-27
CAMBRDE01,Dexter,Cambridge,F,1992,1992,6,7,224,University of Texas,1970-01-29
CAMBYMA01,Marcus,Camby,C,1996,2009,6,11,220,University of Massachusetts,1974-03-22
CAMPBEL01,Elden,Campbell,C,1990,2004,6,11,215,Clemson University,1968-07-23
CAMPBTO01,Tony,Campbell,F,1984,1994,6,7,215,Ohio State University,1962-05-07
CANNOLA01,Larry,Cannon,G,1969,1973,6,4,195,La Salle University,1947-04-12
CARDFR01,Frank,Card,F,1968,1972,6,7,195,South Carolina State University,1944-12-28
CARDIBR01,Brian,Cardinal,F,2000,2009,6,8,245,Purdue University,1977-05-02
CARLHO01,Howie,Carl,G,1961,1961,5,9,160,DePaul University,1938-06-07
CARLICH01,Chet,Carlisle,F,1946,1946,6,5,195,University of California Berkeley,1916-11-02
CARLIRI01,Rick,Carlisle,G,1984,1989,6,5,210,University of Maine,1959-10-27
CARLIGE01,Geno,Carlisle,G,2004,2004,6,3,180,University of California Berkeley,1976-08-13
CARLODO01,Don,Carlos,G,1968,1968,6,4.5,210,Otterbein College,1944-03-03
CARLSAL01,Al,Carlson,C,1975,1975,6,11,235,University of Southern California,1951-09-17
CARLSDO01,Don,Carlson,G,1946,1950,6,0,170,University of Minnesota,1921-03-22
CARNEBO01,Bob,Carney,C,1954,1954,6,3,170,Bradley University,1932-08-03
CARNERO01,Rodney,Carney,G,2006,2009,6,6,204,University of Memphis,1984-04-05
CARPEBO01,Bob,Carpenter,F,1949,1950,6,5,200,Texas A&M University-Commerce,1917-11-06
CARRAN01,Antoine,Carr,F,1984,1999,6,9,225,Wichita State University,1961-07-23
CARRAU01,Austin,Carr,G,1971,1980,6,4,200,University of Notre Dame,1948-03-10
CARRCH01,Chris,Carr,G,1995,2000,6,5,207,Southern Illinois University,1974-03-12
CARRCO01,Cory,Carr,G,1998,1998,6,3,210,Texas Tech University,1975-12-05
CARRKE01,Kenny,Carr,F,1977,1986,6,7,220,North Carolina State University,1955-08-15
CARRML01,M.l.,Carr,F,1975,1984,6,6,205,Guilford College,1951-01-09
CARRIDA01,Darel,Carrier,G,1967,1972,6,3,185,Western Kentucky University,1940-10-26
CARRIBO01,Bob,Carrington,G,1977,1979,6,6,195,Boston College,1953-07-03
CARROJO01,Joe Barry,Carroll,C,1980,1990,7,0,225,Purdue University,1958-07-24
CARROMA01,Matt,Carroll,G,2003,2009,6,6,212,University of Notre Dame,1980-08-28
CARRODE01,DeMarre,Carroll,F,2009,2009,6,8,212,Missouri,1986-07-27
CARRUJI01,Jimmy,Carruth,F,1996,1996,6,10,265,Virginia Polytechnic Institute,1969-11-04
CARTEAN01,Anthony,Carter,G,1999,2009,6,1,190,University of Hawaii,1975-06-16
CARTEBU01,Butch,Carter,G,1980,1985,6,5,180,Indiana University,1958-06-11
CARTEFR01,Fred,Carter,G,1969,1976,6,3,185,Mount St. Mary's College,1945-02-14
CARTEGE01,George,Carter,F,1967,1975,6,4,210,Saint Bonaventure University,1944-01-10
CARTEHO01,Howard,Carter,G,1983,1984,6,5,215,Louisiana State University,1961-10-26
CARTEJA01,Jake,Carter,F,1949,1949,6,4,195,Texas A&M University-Commerce,1924-07-25
CARTERE01,Reggie,Carter,G,1980,1981,6,3,175,Saint John's University,1957-10-10
CARTERO01,Ron,Carter,G,1978,1979,6,5,190,Virginia Military Institute,1956-08-31
CARTEVI01,Vince,Carter,G,1998,2009,6,7,215,University of North Carolina,1977-01-26
CARTEMA01,Maurice,Carter,G,2003,2003,6,5,210,Louisiana State University,1976-10-12
CARTWBI01,Bill,Cartwright,C,1979,1994,7,1,245,University of San Francisco ,1957-07-30
CARTYJA01,Jay,Carty,F,1968,1968,6,7.5,220,Oregon State University,1941-07-04
CASHCO01,Cornelius,Cash,F,1976,1976,6,8,215,Bowling Green University,1952-03-03
CASHSA01,Sam,Cash,F,1972,1972,6,8,230,University of California Riverside,1950-11-13
CASSESA01,Sam,Cassell,G,1993,2008,6,3,185,Florida State University,1969-11-18
CASSPOM01,Omri,Casspi,G,2009,2009,6,9,225,NULL,1988-06-22
CATCHHA01,Harvey,Catchings,C,1974,1984,6,9,218,Hardin-Simmons University,1951-09-02
CATLETE01,Terry,Catledge,F,1985,1992,6,8,220,University of South Alabama,1963-08-22
CATLESI01,Sid,Catlett,F,1971,1971,6,6,230,University of Notre Dame,1948-04-18
CATOKE01,Kelvin,Cato,C,1997,2006,6,11,255,Iowa State University,1974-08-26
CATTABO01,Bobby,Cattage,F,1981,1985,6,9,250,Auburn University,1958-08-17
CAUSWDU01,Duane,Causwell,C,1990,2000,7,0,240,Temple University,1968-05-31
CAVENRO01,Ron,Cavenall,C,1984,1988,7,1,230,Texas Southern University,1959-04-30
